group,registry,test,host_code,core_x,core_y,in0_reads,in1_reads
sweep_pattern,19,2,CDA,0,3,3,3
sweep_pattern,19,2,CDA,0,4,3,3
sweep_pattern,19,2,CDA,0,5,3,3
sweep_pattern,19,2,CDA,0,6,2,2
sweep_pattern,19,2,CDA,1,0,0,3
sweep_pattern,19,2,CDA,1,1,0,3
sweep_pattern,19,2,CDA,1,2,0,3
sweep_pattern,19,2,CDA,1,3,0,3
sweep_pattern,19,2,CDA,1,4,0,3
sweep_pattern,19,2,CDA,1,5,0,3
sweep_pattern,19,2,CDA,1,6,0,2
sweep_pattern,19,2,CDA,2,0,0,3
sweep_pattern,19,2,CDA,2,1,0,3
sweep_pattern,19,2,CDA,2,2,0,3
sweep_pattern,19,2,CDA,2,3,0,3
sweep_pattern,19,2,CDA,2,4,0,3
sweep_pattern,19,2,CDA,2,5,0,3
sweep_pattern,19,2,CDA,2,6,0,2
sweep_pattern,19,2,CDA,3,0,0,3
sweep_pattern,19,2,CDA,3,1,0,3
sweep_pattern,19,2,CDA,3,2,0,3
sweep_pattern,19,2,CDA,3,3,0,3
sweep_pattern,19,2,CDA,3,4,0,3
sweep_pattern,19,2,CDA,3,5,0,3
sweep_pattern,19,2,CDA,3,6,0,2
sweep_pattern,19,2,CDA,4,0,0,3
sweep_pattern,19,2,CDA,4,1,0,3
sweep_pattern,19,2,CDA,4,2,0,3
sweep_pattern,19,2,CDA,4,3,0,3
sweep_pattern,19,2,CDA,4,4,0,3
sweep_pattern,19,2,CDA,4,5,0,3
sweep_pattern,19,2,CDA,4,6,0,2
sweep_pattern,19,2,CDA,5,0,0,3
sweep_pattern,19,2,CDA,5,1,0,3
sweep_pattern,19,2,CDA,5,2,0,3
sweep_pattern,19,2,CDA,5,3,0,3
sweep_pattern,19,2,CDA,5,4,0,3
sweep_pattern,19,2,CDA,5,5,0,3
sweep_pattern,19,2,CDA,5,6,0,2
sweep_pattern,19,2,CDA,6,0,0,3
sweep_pattern,19,2,CDA,6,1,0,3
sweep_pattern,19,2,CDA,6,2,0,3
sweep_pattern,19,2,CDA,6,3,0,3
sweep_pattern,19,2,CDA,6,4,0,3
sweep_pattern,19,2,CDA,6,5,0,3
sweep_pattern,19,2,CDA,6,6,0,2
sweep_pattern,19,2,CDA,7,0,0,3
sweep_pattern,19,2,CDA,7,1,0,3
sweep_pattern,19,2,CDA,7,2,0,3
sweep_pattern,19,2,CDA,7,3,0,3
sweep_pattern,19,2,CDA,7,4,0,3
sweep_pattern,19,2,CDA,7,5,0,3
sweep_pattern,19,2,CDA,7,6,0,2
sweep_pattern,19,3,CDA,0,0,3,3
sweep_pattern,19,3,CDA,0,1,3,3
sweep_pattern,19,3,CDA,0,2,3,3
sweep_pattern,19,3,CDA,0,3,3,3
sweep_pattern,19,3,CDA,0,4,3,3
sweep_pattern,19,3,CDA,0,5,3,3
sweep_pattern,19,3,CDA,0,6,2,2
sweep_pattern,19,3,CDA,1,0,0,3
sweep_pattern,19,3,CDA,1,1,0,3
sweep_pattern,19,3,CDA,1,2,0,3
sweep_pattern,19,3,CDA,1,3,0,3
sweep_pattern,19,3,CDA,1,4,0,3
sweep_pattern,19,3,CDA,1,5,0,3
sweep_pattern,19,3,CDA,1,6,0,2
sweep_pattern,19,3,CDA,2,0,0,3
sweep_pattern,19,3,CDA,2,1,0,3
sweep_pattern,19,3,CDA,2,2,0,3
sweep_pattern,19,3,CDA,2,3,0,3
sweep_pattern,19,3,CDA,2,4,0,3
sweep_pattern,19,3,CDA,2,5,0,3
sweep_pattern,19,3,CDA,2,6,0,2
sweep_pattern,19,3,CDA,3,0,0,3
sweep_pattern,19,3,CDA,3,1,0,3
sweep_pattern,19,3,CDA,3,2,0,3
sweep_pattern,19,3,CDA,3,3,0,3
sweep_pattern,19,3,CDA,3,4,0,3
sweep_pattern,19,3,CDA,3,5,0,3
sweep_pattern,19,3,CDA,3,6,0,2
sweep_pattern,19,3,CDA,4,0,0,3
sweep_pattern,19,3,CDA,4,1,0,3
sweep_pattern,19,3,CDA,4,2,0,3
sweep_pattern,19,3,CDA,4,3,0,3
sweep_pattern,19,3,CDA,4,4,0,3
sweep_pattern,19,3,CDA,4,5,0,3
sweep_pattern,19,3,CDA,4,6,0,2
sweep_pattern,19,3,CDA,5,0,0,3
sweep_pattern,19,3,CDA,5,1,0,3
sweep_pattern,19,3,CDA,5,2,0,3
sweep_pattern,19,3,CDA,5,3,0,3
sweep_pattern,19,3,CDA,5,4,0,3
sweep_pattern,19,3,CDA,5,5,0,3
sweep_pattern,19,3,CDA,5,6,0,2
sweep_pattern,19,3,CDA,6,0,0,3
sweep_pattern,19,3,CDA,6,1,0,3
sweep_pattern,19,3,CDA,6,2,0,3
sweep_pattern,19,3,CDA,6,3,0,3
sweep_pattern,19,3,CDA,6,4,0,3
sweep_pattern,19,3,CDA,6,5,0,3
sweep_pattern,19,3,CDA,6,6,0,2
sweep_pattern,19,3,CDA,7,0,0,3
sweep_pattern,19,3,CDA,7,1,0,3
sweep_pattern,19,3,CDA,7,2,0,3
sweep_pattern,19,3,CDA,7,3,0,3
sweep_pattern,19,3,CDA,7,4,0,3
sweep_pattern,19,3,CDA,7,5,0,3
sweep_pattern,19,3,CDA,7,6,0,2
sweep_pattern,20,0,CDA,0,0,66,66
sweep_pattern,20,0,CDA,1,0,0,66
sweep_pattern,20,0,CDA,2,0,0,66
sweep_pattern,20,0,CDA,3,0,0,66
sweep_pattern,20,0,CDA,4,0,0,66
sweep_pattern,20,0,CDA,5,0,0,66
sweep_pattern,20,0,CDA,6,0,0,66
sweep_pattern,20,0,CDA,7,0,0,66
sweep_pattern,20,1,CDA,0,0,9,0
sweep_pattern,20,1,CDA,0,1,9,1
sweep_pattern,20,1,CDA,0,2,8,0
sweep_pattern,20,1,CDA,0,3,8,0
sweep_pattern,20,1,CDA,0,4,8,0
sweep_pattern,20,1,CDA,0,5,8,0
sweep_pattern,20,1,CDA,0,6,8,0
sweep_pattern,20,1,CDA,0,7,8,8
sweep_pattern,20,1,CDA,1,1,0,1
sweep_pattern,20,1,CDA,1,7,0,8
sweep_pattern,20,1,CDA,2,1,0,1
sweep_pattern,20,1,CDA,2,7,0,8
sweep_pattern,20,1,CDA,3,1,0,1
sweep_pattern,20,1,CDA,3,7,0,8
sweep_pattern,20,1,CDA,4,1,0,1
sweep_pattern,20,1,CDA,4,7,0,8
sweep_pattern,20,1,CDA,5,1,0,1
sweep_pattern,20,1,CDA,5,7,0,8
sweep_pattern,20,1,CDA,6,1,0,1
sweep_pattern,20,1,CDA,6,7,0,8
sweep_pattern,20,1,CDA,7,1,0,1
sweep_pattern,20,1,CDA,7,7,0,8
sweep_pattern,20,2,CDA,0,0,9,9
sweep_pattern,20,2,CDA,0,1,9,9
sweep_pattern,20,2,CDA,0,2,8,8
sweep_pattern,20,2,CDA,0,3,8,8
sweep_pattern,20,2,CDA,0,4,8,8
sweep_pattern,20,2,CDA,0,5,8,8
sweep_pattern,20,2,CDA,0,6,8,8
sweep_pattern,20,2,CDA,0,7,8,8
sweep_pattern,20,2,CDA,1,0,0,9
sweep_pattern,20,2,CDA,1,1,0,9
sweep_pattern,20,2,CDA,1,2,0,8
sweep_pattern,20,2,CDA,1,3,0,8
sweep_pattern,20,2,CDA,1,4,0,8
sweep_pattern,20,2,CDA,1,5,0,8
sweep_pattern,20,2,CDA,1,6,0,8
sweep_pattern,20,2,CDA,1,7,0,8
sweep_pattern,20,2,CDA,2,0,0,9
sweep_pattern,20,2,CDA,2,1,0,9
sweep_pattern,20,2,CDA,2,2,0,8
sweep_pattern,20,2,CDA,2,3,0,8
sweep_pattern,20,2,CDA,2,4,0,8
sweep_pattern,20,2,CDA,2,5,0,8
sweep_pattern,20,2,CDA,2,6,0,8
sweep_pattern,20,2,CDA,2,7,0,8
sweep_pattern,20,2,CDA,3,0,0,9
sweep_pattern,20,2,CDA,3,1,0,9
sweep_pattern,20,2,CDA,3,2,0,8
sweep_pattern,20,2,CDA,3,3,0,8
sweep_pattern,20,2,CDA,3,4,0,8
sweep_pattern,20,2,CDA,3,5,0,8
sweep_pattern,20,2,CDA,3,6,0,8
sweep_pattern,20,2,CDA,3,7,0,8
sweep_pattern,20,2,CDA,4,0,0,9
sweep_pattern,20,2,CDA,4,1,0,9
sweep_pattern,20,2,CDA,4,2,0,8
sweep_pattern,20,2,CDA,4,3,0,8
sweep_pattern,20,2,CDA,4,4,0,8
sweep_pattern,20,2,CDA,4,5,0,8
sweep_pattern,20,2,CDA,4,6,0,8
sweep_pattern,20,2,CDA,4,7,0,8
sweep_pattern,20,2,CDA,5,0,0,9
sweep_pattern,20,2,CDA,5,1,0,9
sweep_pattern,20,2,CDA,5,2,0,8
sweep_pattern,20,2,CDA,5,3,0,8
sweep_pattern,20,2,CDA,5,4,0,8
sweep_pattern,20,2,CDA,5,5,0,8
sweep_pattern,20,2,CDA,5,6,0,8
sweep_pattern,20,2,CDA,5,7,0,8
sweep_pattern,20,2,CDA,6,0,0,9
sweep_pattern,20,2,CDA,6,1,0,9
sweep_pattern,20,2,CDA,6,2,0,8
sweep_pattern,20,2,CDA,6,3,0,8
sweep_pattern,20,2,CDA,6,4,0,8
sweep_pattern,20,2,CDA,6,5,0,8
sweep_pattern,20,2,CDA,6,6,0,8
sweep_pattern,20,2,CDA,6,7,0,8
sweep_pattern,20,2,CDA,7,0,0,9
sweep_pattern,20,2,CDA,7,1,0,9
sweep_pattern,20,2,CDA,7,2,0,8
sweep_pattern,20,2,CDA,7,3,0,8
sweep_pattern,20,2,CDA,7,4,0,8
sweep_pattern,20,2,CDA,7,5,0,8
sweep_pattern,20,2,CDA,7,6,0,8
sweep_pattern,20,2,CDA,7,7,0,8
sweep_pattern,20,3,CDA,0,0,8,8
sweep_pattern,20,3,CDA,0,1,8,8
sweep_pattern,20,3,CDA,0,2,8,7
sweep_pattern,20,3,CDA,0,3,8,8
sweep_pattern,20,3,CDA,0,4,9,8
sweep_pattern,20,3,CDA,0,5,9,9
sweep_pattern,20,3,CDA,0,6,8,8
sweep_pattern,20,3,CDA,0,7,8,8
sweep_pattern,20,3,CDA,1,0,0,8
sweep_pattern,20,3,CDA,1,1,0,8
sweep_pattern,20,3,CDA,1,2,0,7
sweep_pattern,20,3,CDA,1,3,0,8
sweep_pattern,20,3,CDA,1,4,0,8
sweep_pattern,20,3,CDA,1,5,0,9
sweep_pattern,20,3,CDA,1,6,0,8
sweep_pattern,20,3,CDA,1,7,0,8
sweep_pattern,20,3,CDA,2,0,0,8
sweep_pattern,20,3,CDA,2,1,0,8
sweep_pattern,20,3,CDA,2,2,0,7
sweep_pattern,20,3,CDA,2,3,0,8
sweep_pattern,20,3,CDA,2,4,0,8
sweep_pattern,20,3,CDA,2,5,0,9
sweep_pattern,20,3,CDA,2,6,0,8
sweep_pattern,20,3,CDA,2,7,0,8
sweep_pattern,20,3,CDA,3,0,0,8
sweep_pattern,20,3,CDA,3,1,0,8
sweep_pattern,20,3,CDA,3,2,0,7
sweep_pattern,20,3,CDA,3,3,0,8
sweep_pattern,20,3,CDA,3,4,0,8
sweep_pattern,20,3,CDA,3,5,0,9
sweep_pattern,20,3,CDA,3,6,0,8
sweep_pattern,20,3,CDA,3,7,0,8
sweep_pattern,20,3,CDA,4,0,0,8
sweep_pattern,20,3,CDA,4,1,0,8
sweep_pattern,20,3,CDA,4,2,0,7
sweep_pattern,20,3,CDA,4,3,0,8
sweep_pattern,20,3,CDA,4,4,0,8
sweep_pattern,20,3,CDA,4,5,0,9
sweep_pattern,20,3,CDA,4,6,0,8
sweep_pattern,20,3,CDA,4,7,0,8
sweep_pattern,20,3,CDA,5,0,0,8
sweep_pattern,20,3,CDA,5,1,0,8
sweep_pattern,20,3,CDA,5,2,0,7
sweep_pattern,20,3,CDA,5,3,0,8
sweep_pattern,20,3,CDA,5,4,0,8
sweep_pattern,20,3,CDA,5,5,0,9
sweep_pattern,20,3,CDA,5,6,0,8
sweep_pattern,20,3,CDA,5,7,0,8
sweep_pattern,20,3,CDA,6,0,0,8
sweep_pattern,20,3,CDA,6,1,0,8
sweep_pattern,20,3,CDA,6,2,0,7
sweep_pattern,20,3,CDA,6,3,0,8
sweep_pattern,20,3,CDA,6,4,0,8
sweep_pattern,20,3,CDA,6,5,0,9
sweep_pattern,20,3,CDA,6,6,0,8
sweep_pattern,20,3,CDA,6,7,0,8
sweep_pattern,20,3,CDA,7,0,0,8
sweep_pattern,20,3,CDA,7,1,0,8
sweep_pattern,20,3,CDA,7,2,0,7
sweep_pattern,20,3,CDA,7,3,0,8
